Date_ID,Date,Day,Month,Month_Name,Quarter,Year,Weekday,Weekend
100,2024-04-09,9,4,April,2,2024,Tuesday,False
101,2024-04-10,10,4,April,2,2024,Wednesday,False
102,2024-04-11,11,4,April,2,2024,Thursday,False
103,2024-04-12,12,4,April,2,2024,Friday,False
104,2024-04-13,13,4,April,2,2024,Saturday,True
105,2024-04-14,14,4,April,2,2024,Sunday,True
106,2024-04-15,15,4,April,2,2024,Monday,False
107,2024-04-16,16,4,April,2,2024,Tuesday,False
108,2024-04-17,17,4,April,2,2024,Wednesday,False
109,2024-04-18,18,4,April,2,2024,Thursday,False
110,2024-04-19,19,4,April,2,2024,Friday,False
111,2024-04-20,20,4,April,2,2024,Saturday,True
112,2024-04-21,21,4,April,2,2024,Sunday,True
113,2024-04-22,22,4,April,2,2024,Monday,False
114,2024-04-23,23,4,April,2,2024,Tuesday,False
115,2024-04-24,24,4,April,2,2024,Wednesday,False
116,2024-04-25,25,4,April,2,2024,Thursday,False
117,2024-04-26,26,4,April,2,2024,Friday,False
118,2024-04-27,27,4,April,2,2024,Saturday,True
119,2024-04-28,28,4,April,2,2024,Sunday,True
120,2024-04-29,29,4,April,2,2024,Monday,False
121,2024-04-30,30,4,April,2,2024,Tuesday,False
122,2024-05-01,1,5,May,2,2024,Wednesday,False
123,2024-05-02,2,5,May,2,2024,Thursday,False
124,2024-05-03,3,5,May,2,2024,Friday,False
125,2024-05-04,4,5,May,2,2024,Saturday,True
126,2024-05-05,5,5,May,2,2024,Sunday,True
127,2024-05-06,6,5,May,2,2024,Monday,False
128,2024-05-07,7,5,May,2,2024,Tuesday,False
129,2024-05-08,8,5,May,2,2024,Wednesday,False
130,2024-05-09,9,5,May,2,2024,Thursday,False
131,2024-05-10,10,5,May,2,2024,Friday,False
132,2024-05-11,11,5,May,2,2024,Saturday,True
133,2024-05-12,12,5,May,2,2024,Sunday,True
134,2024-05-13,13,5,May,2,2024,Monday,False
135,2024-05-14,14,5,May,2,2024,Tuesday,False
136,2024-05-15,15,5,May,2,2024,Wednesday,False
137,2024-05-16,16,5,May,2,2024,Thursday,False
138,2024-05-17,17,5,May,2,2024,Friday,False
139,2024-05-18,18,5,May,2,2024,Saturday,True
140,2024-05-19,19,5,May,2,2024,Sunday,True
141,2024-05-20,20,5,May,2,2024,Monday,False
142,2024-05-21,21,5,May,2,2024,Tuesday,False
143,2024-05-22,22,5,May,2,2024,Wednesday,False
144,2024-05-23,23,5,May,2,2024,Thursday,False
145,2024-05-24,24,5,May,2,2024,Friday,False
146,2024-05-25,25,5,May,2,2024,Saturday,True
147,2024-05-26,26,5,May,2,2024,Sunday,True
148,2024-05-27,27,5,May,2,2024,Monday,False
149,2024-05-28,28,5,May,2,2024,Tuesday,False
150,2024-05-29,29,5,May,2,2024,Wednesday,False
151,2024-05-30,30,5,May,2,2024,Thursday,False
152,2024-05-31,31,5,May,2,2024,Friday,False
153,2024-06-01,1,6,June,2,2024,Saturday,True
154,2024-06-02,2,6,June,2,2024,Sunday,True
155,2024-06-03,3,6,June,2,2024,Monday,False
156,2024-06-04,4,6,June,2,2024,Tuesday,False
157,2024-06-05,5,6,June,2,2024,Wednesday,False
158,2024-06-06,6,6,June,2,2024,Thursday,False
159,2024-06-07,7,6,June,2,2024,Friday,False
160,2024-06-08,8,6,June,2,2024,Saturday,True
161,2024-06-09,9,6,June,2,2024,Sunday,True
162,2024-06-10,10,6,June,2,2024,Monday,False
163,2024-06-11,11,6,June,2,2024,Tuesday,False
164,2024-06-12,12,6,June,2,2024,Wednesday,False
165,2024-06-13,13,6,June,2,2024,Thursday,False
166,2024-06-14,14,6,June,2,2024,Friday,False
167,2024-06-15,15,6,June,2,2024,Saturday,True
168,2024-06-16,16,6,June,2,2024,Sunday,True
169,2024-06-17,17,6,June,2,2024,Monday,False
170,2024-06-18,18,6,June,2,2024,Tuesday,False
171,2024-06-19,19,6,June,2,2024,Wednesday,False
172,2024-06-20,20,6,June,2,2024,Thursday,False
173,2024-06-21,21,6,June,2,2024,Friday,False
174,2024-06-22,22,6,June,2,2024,Saturday,True
175,2024-06-23,23,6,June,2,2024,Sunday,True
176,2024-06-24,24,6,June,2,2024,Monday,False
177,2024-06-25,25,6,June,2,2024,Tuesday,False
178,2024-06-26,26,6,June,2,2024,Wednesday,False
179,2024-06-27,27,6,June,2,2024,Thursday,False
180,2024-06-28,28,6,June,2,2024,Friday,False
181,2024-06-29,29,6,June,2,2024,Saturday,True
182,2024-06-30,30,6,June,2,2024,Sunday,True
183,2024-07-01,1,7,July,3,2024,Monday,False
184,2024-07-02,2,7,July,3,2024,Tuesday,False
185,2024-07-03,3,7,July,3,2024,Wednesday,False
186,2024-07-04,4,7,July,3,2024,Thursday,False
187,2024-07-05,5,7,July,3,2024,Friday,False
188,2024-07-06,6,7,July,3,2024,Saturday,True
189,2024-07-07,7,7,July,3,2024,Sunday,True
190,2024-07-08,8,7,July,3,2024,Monday,False
191,2024-07-09,9,7,July,3,2024,Tuesday,False
192,2024-07-10,10,7,July,3,2024,Wednesday,False
193,2024-07-11,11,7,July,3,2024,Thursday,False
194,2024-07-12,12,7,July,3,2024,Friday,False
195,2024-07-13,13,7,July,3,2024,Saturday,True
196,2024-07-14,14,7,July,3,2024,Sunday,True
197,2024-07-15,15,7,July,3,2024,Monday,False
198,2024-07-16,16,7,July,3,2024,Tuesday,False
199,2024-07-17,17,7,July,3,2024,Wednesday,False
200,2024-07-18,18,7,July,3,2024,Thursday,False
201,2024-07-19,19,7,July,3,2024,Friday,False
202,2024-07-20,20,7,July,3,2024,Saturday,True
203,2024-07-21,21,7,July,3,2024,Sunday,True
204,2024-07-22,22,7,July,3,2024,Monday,False
205,2024-07-23,23,7,July,3,2024,Tuesday,False
206,2024-07-24,24,7,July,3,2024,Wednesday,False
207,2024-07-25,25,7,July,3,2024,Thursday,False
208,2024-07-26,26,7,July,3,2024,Friday,False
209,2024-07-27,27,7,July,3,2024,Saturday,True
210,2024-07-28,28,7,July,3,2024,Sunday,True
211,2024-07-29,29,7,July,3,2024,Monday,False
212,2024-07-30,30,7,July,3,2024,Tuesday,False
213,2024-07-31,31,7,July,3,2024,Wednesday,False
214,2024-08-01,1,8,August,3,2024,Thursday,False
215,2024-08-02,2,8,August,3,2024,Friday,False
216,2024-08-03,3,8,August,3,2024,Saturday,True
217,2024-08-04,4,8,August,3,2024,Sunday,True
218,2024-08-05,5,8,August,3,2024,Monday,False
219,2024-08-06,6,8,August,3,2024,Tuesday,False
220,2024-08-07,7,8,August,3,2024,Wednesday,False
221,2024-08-08,8,8,August,3,2024,Thursday,False
222,2024-08-09,9,8,August,3,2024,Friday,False
223,2024-08-10,10,8,August,3,2024,Saturday,True
224,2024-08-11,11,8,August,3,2024,Sunday,True
225,2024-08-12,12,8,August,3,2024,Monday,False
226,2024-08-13,13,8,August,3,2024,Tuesday,False
227,2024-08-14,14,8,August,3,2024,Wednesday,False
228,2024-08-15,15,8,August,3,2024,Thursday,False
229,2024-08-16,16,8,August,3,2024,Friday,False
230,2024-08-17,17,8,August,3,2024,Saturday,True
231,2024-08-18,18,8,August,3,2024,Sunday,True
232,2024-08-19,19,8,August,3,2024,Monday,False
233,2024-08-20,20,8,August,3,2024,Tuesday,False
234,2024-08-21,21,8,August,3,2024,Wednesday,False
235,2024-08-22,22,8,August,3,2024,Thursday,False
236,2024-08-23,23,8,August,3,2024,Friday,False
237,2024-08-24,24,8,August,3,2024,Saturday,True
238,2024-08-25,25,8,August,3,2024,Sunday,True
239,2024-08-26,26,8,August,3,2024,Monday,False
240,2024-08-27,27,8,August,3,2024,Tuesday,False
241,2024-08-28,28,8,August,3,2024,Wednesday,False
242,2024-08-29,29,8,August,3,2024,Thursday,False
243,2024-08-30,30,8,August,3,2024,Friday,False
244,2024-08-31,31,8,August,3,2024,Saturday,True
245,2024-09-01,1,9,September,3,2024,Sunday,True
246,2024-09-02,2,9,September,3,2024,Monday,False
247,2024-09-03,3,9,September,3,2024,Tuesday,False
248,2024-09-04,4,9,September,3,2024,Wednesday,False
249,2024-09-05,5,9,September,3,2024,Thursday,False
250,2024-09-06,6,9,September,3,2024,Friday,False
251,2024-09-07,7,9,September,3,2024,Saturday,True
252,2024-09-08,8,9,September,3,2024,Sunday,True
253,2024-09-09,9,9,September,3,2024,Monday,False
254,2024-09-10,10,9,September,3,2024,Tuesday,False
255,2024-09-11,11,9,September,3,2024,Wednesday,False
256,2024-09-12,12,9,September,3,2024,Thursday,False
257,2024-09-13,13,9,September,3,2024,Friday,False
258,2024-09-14,14,9,September,3,2024,Saturday,True
259,2024-09-15,15,9,September,3,2024,Sunday,True
260,2024-09-16,16,9,September,3,2024,Monday,False
261,2024-09-17,17,9,September,3,2024,Tuesday,False
262,2024-09-18,18,9,September,3,2024,Wednesday,False
263,2024-09-19,19,9,September,3,2024,Thursday,False
264,2024-09-20,20,9,September,3,2024,Friday,False
265,2024-09-21,21,9,September,3,2024,Saturday,True
266,2024-09-22,22,9,September,3,2024,Sunday,True
267,2024-09-23,23,9,September,3,2024,Monday,False
268,2024-09-24,24,9,September,3,2024,Tuesday,False
269,2024-09-25,25,9,September,3,2024,Wednesday,False
270,2024-09-26,26,9,September,3,2024,Thursday,False
271,2024-09-27,27,9,September,3,2024,Friday,False
272,2024-09-28,28,9,September,3,2024,Saturday,True
273,2024-09-29,29,9,September,3,2024,Sunday,True
274,2024-09-30,30,9,September,3,2024,Monday,False
275,2024-10-01,1,10,October,4,2024,Tuesday,False
276,2024-10-02,2,10,October,4,2024,Wednesday,False
277,2024-10-03,3,10,October,4,2024,Thursday,False
278,2024-10-04,4,10,October,4,2024,Friday,False
279,2024-10-05,5,10,October,4,2024,Saturday,True
280,2024-10-06,6,10,October,4,2024,Sunday,True
281,2024-10-07,7,10,October,4,2024,Monday,False
282,2024-10-08,8,10,October,4,2024,Tuesday,False
283,2024-10-09,9,10,October,4,2024,Wednesday,False
284,2024-10-10,10,10,October,4,2024,Thursday,False
285,2024-10-11,11,10,October,4,2024,Friday,False
286,2024-10-12,12,10,October,4,2024,Saturday,True
287,2024-10-13,13,10,October,4,2024,Sunday,True
288,2024-10-14,14,10,October,4,2024,Monday,False
289,2024-10-15,15,10,October,4,2024,Tuesday,False
290,2024-10-16,16,10,October,4,2024,Wednesday,False
291,2024-10-17,17,10,October,4,2024,Thursday,False
292,2024-10-18,18,10,October,4,2024,Friday,False
293,2024-10-19,19,10,October,4,2024,Saturday,True
294,2024-10-20,20,10,October,4,2024,Sunday,True
295,2024-10-21,21,10,October,4,2024,Monday,False
296,2024-10-22,22,10,October,4,2024,Tuesday,False
297,2024-10-23,23,10,October,4,2024,Wednesday,False
298,2024-10-24,24,10,October,4,2024,Thursday,False
299,2024-10-25,25,10,October,4,2024,Friday,False
300,2024-10-26,26,10,October,4,2024,Saturday,True
301,2024-10-27,27,10,October,4,2024,Sunday,True
302,2024-10-28,28,10,October,4,2024,Monday,False
303,2024-10-29,29,10,October,4,2024,Tuesday,False
304,2024-10-30,30,10,October,4,2024,Wednesday,False
305,2024-10-31,31,10,October,4,2024,Thursday,False
306,2024-11-01,1,11,November,4,2024,Friday,False
307,2024-11-02,2,11,November,4,2024,Saturday,True
308,2024-11-03,3,11,November,4,2024,Sunday,True
309,2024-11-04,4,11,November,4,2024,Monday,False
310,2024-11-05,5,11,November,4,2024,Tuesday,False
311,2024-11-06,6,11,November,4,2024,Wednesday,False
312,2024-11-07,7,11,November,4,2024,Thursday,False
313,2024-11-08,8,11,November,4,2024,Friday,False
314,2024-11-09,9,11,November,4,2024,Saturday,True
315,2024-11-10,10,11,November,4,2024,Sunday,True
316,2024-11-11,11,11,November,4,2024,Monday,False
317,2024-11-12,12,11,November,4,2024,Tuesday,False
318,2024-11-13,13,11,November,4,2024,Wednesday,False
319,2024-11-14,14,11,November,4,2024,Thursday,False
320,2024-11-15,15,11,November,4,2024,Friday,False
321,2024-11-16,16,11,November,4,2024,Saturday,True
322,2024-11-17,17,11,November,4,2024,Sunday,True
323,2024-11-18,18,11,November,4,2024,Monday,False
324,2024-11-19,19,11,November,4,2024,Tuesday,False
325,2024-11-20,20,11,November,4,2024,Wednesday,False
326,2024-11-21,21,11,November,4,2024,Thursday,False
327,2024-11-22,22,11,November,4,2024,Friday,False
328,2024-11-23,23,11,November,4,2024,Saturday,True
329,2024-11-24,24,11,November,4,2024,Sunday,True
330,2024-11-25,25,11,November,4,2024,Monday,False
331,2024-11-26,26,11,November,4,2024,Tuesday,False
332,2024-11-27,27,11,November,4,2024,Wednesday,False
333,2024-11-28,28,11,November,4,2024,Thursday,False
334,2024-11-29,29,11,November,4,2024,Friday,False
335,2024-11-30,30,11,November,4,2024,Saturday,True
336,2024-12-01,1,12,December,4,2024,Sunday,True
337,2024-12-02,2,12,December,4,2024,Monday,False
338,2024-12-03,3,12,December,4,2024,Tuesday,False
339,2024-12-04,4,12,December,4,2024,Wednesday,False
340,2024-12-05,5,12,December,4,2024,Thursday,False
341,2024-12-06,6,12,December,4,2024,Friday,False
342,2024-12-07,7,12,December,4,2024,Saturday,True
343,2024-12-08,8,12,December,4,2024,Sunday,True
344,2024-12-09,9,12,December,4,2024,Monday,False
345,2024-12-10,10,12,December,4,2024,Tuesday,False
346,2024-12-11,11,12,December,4,2024,Wednesday,False
347,2024-12-12,12,12,December,4,2024,Thursday,False
348,2024-12-13,13,12,December,4,2024,Friday,False
349,2024-12-14,14,12,December,4,2024,Saturday,True
350,2024-12-15,15,12,December,4,2024,Sunday,True
351,2024-12-16,16,12,December,4,2024,Monday,False
352,2024-12-17,17,12,December,4,2024,Tuesday,False
353,2024-12-18,18,12,December,4,2024,Wednesday,False
354,2024-12-19,19,12,December,4,2024,Thursday,False
355,2024-12-20,20,12,December,4,2024,Friday,False
356,2024-12-21,21,12,December,4,2024,Saturday,True
357,2024-12-22,22,12,December,4,2024,Sunday,True
358,2024-12-23,23,12,December,4,2024,Monday,False
359,2024-12-24,24,12,December,4,2024,Tuesday,False
360,2024-12-25,25,12,December,4,2024,Wednesday,False
361,2024-12-26,26,12,December,4,2024,Thursday,False
362,2024-12-27,27,12,December,4,2024,Friday,False
363,2024-12-28,28,12,December,4,2024,Saturday,True
364,2024-12-29,29,12,December,4,2024,Sunday,True
365,2024-12-30,30,12,December,4,2024,Monday,False
366,2024-12-31,31,12,December,4,2024,Tuesday,False
367,2025-01-01,1,1,January,1,2025,Wednesday,False
368,2025-01-02,2,1,January,1,2025,Thursday,False
369,2025-01-03,3,1,January,1,2025,Friday,False
370,2025-01-04,4,1,January,1,2025,Saturday,True
371,2025-01-05,5,1,January,1,2025,Sunday,True
372,2025-01-06,6,1,January,1,2025,Monday,False
373,2025-01-07,7,1,January,1,2025,Tuesday,False
374,2025-01-08,8,1,January,1,2025,Wednesday,False
375,2025-01-09,9,1,January,1,2025,Thursday,False
376,2025-01-10,10,1,January,1,2025,Friday,False
377,2025-01-11,11,1,January,1,2025,Saturday,True
378,2025-01-12,12,1,January,1,2025,Sunday,True
379,2025-01-13,13,1,January,1,2025,Monday,False
380,2025-01-14,14,1,January,1,2025,Tuesday,False
381,2025-01-15,15,1,January,1,2025,Wednesday,False
382,2025-01-16,16,1,January,1,2025,Thursday,False
383,2025-01-17,17,1,January,1,2025,Friday,False
384,2025-01-18,18,1,January,1,2025,Saturday,True
385,2025-01-19,19,1,January,1,2025,Sunday,True
386,2025-01-20,20,1,January,1,2025,Monday,False
387,2025-01-21,21,1,January,1,2025,Tuesday,False
388,2025-01-22,22,1,January,1,2025,Wednesday,False
389,2025-01-23,23,1,January,1,2025,Thursday,False
390,2025-01-24,24,1,January,1,2025,Friday,False
391,2025-01-25,25,1,January,1,2025,Saturday,True
392,2025-01-26,26,1,January,1,2025,Sunday,True
393,2025-01-27,27,1,January,1,2025,Monday,False
394,2025-01-28,28,1,January,1,2025,Tuesday,False
395,2025-01-29,29,1,January,1,2025,Wednesday,False
396,2025-01-30,30,1,January,1,2025,Thursday,False
397,2025-01-31,31,1,January,1,2025,Friday,False
398,2025-02-01,1,2,February,1,2025,Saturday,True
399,2025-02-02,2,2,February,1,2025,Sunday,True
400,2025-02-03,3,2,February,1,2025,Monday,False
401,2025-02-04,4,2,February,1,2025,Tuesday,False
402,2025-02-05,5,2,February,1,2025,Wednesday,False
403,2025-02-06,6,2,February,1,2025,Thursday,False
404,2025-02-07,7,2,February,1,2025,Friday,False
405,2025-02-08,8,2,February,1,2025,Saturday,True
406,2025-02-09,9,2,February,1,2025,Sunday,True
407,2025-02-10,10,2,February,1,2025,Monday,False
408,2025-02-11,11,2,February,1,2025,Tuesday,False
409,2025-02-12,12,2,February,1,2025,Wednesday,False
410,2025-02-13,13,2,February,1,2025,Thursday,False
411,2025-02-14,14,2,February,1,2025,Friday,False
412,2025-02-15,15,2,February,1,2025,Saturday,True
413,2025-02-16,16,2,February,1,2025,Sunday,True
414,2025-02-17,17,2,February,1,2025,Monday,False
415,2025-02-18,18,2,February,1,2025,Tuesday,False
416,2025-02-19,19,2,February,1,2025,Wednesday,False
417,2025-02-20,20,2,February,1,2025,Thursday,False
418,2025-02-21,21,2,February,1,2025,Friday,False
419,2025-02-22,22,2,February,1,2025,Saturday,True
420,2025-02-23,23,2,February,1,2025,Sunday,True
421,2025-02-24,24,2,February,1,2025,Monday,False
422,2025-02-25,25,2,February,1,2025,Tuesday,False
423,2025-02-26,26,2,February,1,2025,Wednesday,False
424,2025-02-27,27,2,February,1,2025,Thursday,False
425,2025-02-28,28,2,February,1,2025,Friday,False
426,2025-03-01,1,3,March,1,2025,Saturday,True
427,2025-03-02,2,3,March,1,2025,Sunday,True
428,2025-03-03,3,3,March,1,2025,Monday,False
429,2025-03-04,4,3,March,1,2025,Tuesday,False
430,2025-03-05,5,3,March,1,2025,Wednesday,False
431,2025-03-06,6,3,March,1,2025,Thursday,False
432,2025-03-07,7,3,March,1,2025,Friday,False
433,2025-03-08,8,3,March,1,2025,Saturday,True
434,2025-03-09,9,3,March,1,2025,Sunday,True
435,2025-03-10,10,3,March,1,2025,Monday,False
436,2025-03-11,11,3,March,1,2025,Tuesday,False
437,2025-03-12,12,3,March,1,2025,Wednesday,False
438,2025-03-13,13,3,March,1,2025,Thursday,False
439,2025-03-14,14,3,March,1,2025,Friday,False
440,2025-03-15,15,3,March,1,2025,Saturday,True
441,2025-03-16,16,3,March,1,2025,Sunday,True
442,2025-03-17,17,3,March,1,2025,Monday,False
443,2025-03-18,18,3,March,1,2025,Tuesday,False
444,2025-03-19,19,3,March,1,2025,Wednesday,False
445,2025-03-20,20,3,March,1,2025,Thursday,False
446,2025-03-21,21,3,March,1,2025,Friday,False
447,2025-03-22,22,3,March,1,2025,Saturday,True
448,2025-03-23,23,3,March,1,2025,Sunday,True
449,2025-03-24,24,3,March,1,2025,Monday,False
450,2025-03-25,25,3,March,1,2025,Tuesday,False
451,2025-03-26,26,3,March,1,2025,Wednesday,False
452,2025-03-27,27,3,March,1,2025,Thursday,False
453,2025-03-28,28,3,March,1,2025,Friday,False
454,2025-03-29,29,3,March,1,2025,Saturday,True
455,2025-03-30,30,3,March,1,2025,Sunday,True
456,2025-03-31,31,3,March,1,2025,Monday,False
457,2025-04-01,1,4,April,2,2025,Tuesday,False
458,2025-04-02,2,4,April,2,2025,Wednesday,False
459,2025-04-03,3,4,April,2,2025,Thursday,False
460,2025-04-04,4,4,April,2,2025,Friday,False
461,2025-04-05,5,4,April,2,2025,Saturday,True
462,2025-04-06,6,4,April,2,2025,Sunday,True
463,2025-04-07,7,4,April,2,2025,Monday,False
464,2025-04-08,8,4,April,2,2025,Tuesday,False
465,2025-04-09,9,4,April,2,2025,Wednesday,False
466,2025-04-10,10,4,April,2,2025,Thursday,False
467,2025-04-11,11,4,April,2,2025,Friday,False
468,2025-04-12,12,4,April,2,2025,Saturday,True
469,2025-04-13,13,4,April,2,2025,Sunday,True
470,2025-04-14,14,4,April,2,2025,Monday,False
471,2025-04-15,15,4,April,2,2025,Tuesday,False
472,2025-04-16,16,4,April,2,2025,Wednesday,False
473,2025-04-17,17,4,April,2,2025,Thursday,False
474,2025-04-18,18,4,April,2,2025,Friday,False
475,2025-04-19,19,4,April,2,2025,Saturday,True
476,2025-04-20,20,4,April,2,2025,Sunday,True
477,2025-04-21,21,4,April,2,2025,Monday,False
478,2025-04-22,22,4,April,2,2025,Tuesday,False
479,2025-04-23,23,4,April,2,2025,Wednesday,False
480,2025-04-24,24,4,April,2,2025,Thursday,False
481,2025-04-25,25,4,April,2,2025,Friday,False
482,2025-04-26,26,4,April,2,2025,Saturday,True
483,2025-04-27,27,4,April,2,2025,Sunday,True
484,2025-04-28,28,4,April,2,2025,Monday,False
485,2025-04-29,29,4,April,2,2025,Tuesday,False
486,2025-04-30,30,4,April,2,2025,Wednesday,False
487,2025-05-01,1,5,May,2,2025,Thursday,False
488,2025-05-02,2,5,May,2,2025,Friday,False
489,2025-05-03,3,5,May,2,2025,Saturday,True
490,2025-05-04,4,5,May,2,2025,Sunday,True
491,2025-05-05,5,5,May,2,2025,Monday,False
492,2025-05-06,6,5,May,2,2025,Tuesday,False
493,2025-05-07,7,5,May,2,2025,Wednesday,False
494,2025-05-08,8,5,May,2,2025,Thursday,False
495,2025-05-09,9,5,May,2,2025,Friday,False
496,2025-05-10,10,5,May,2,2025,Saturday,True
497,2025-05-11,11,5,May,2,2025,Sunday,True
498,2025-05-12,12,5,May,2,2025,Monday,False
499,2025-05-13,13,5,May,2,2025,Tuesday,False
500,2025-05-14,14,5,May,2,2025,Wednesday,False
501,2025-05-15,15,5,May,2,2025,Thursday,False
502,2025-05-16,16,5,May,2,2025,Friday,False
503,2025-05-17,17,5,May,2,2025,Saturday,True
504,2025-05-18,18,5,May,2,2025,Sunday,True
505,2025-05-19,19,5,May,2,2025,Monday,False
506,2025-05-20,20,5,May,2,2025,Tuesday,False
507,2025-05-21,21,5,May,2,2025,Wednesday,False
508,2025-05-22,22,5,May,2,2025,Thursday,False
509,2025-05-23,23,5,May,2,2025,Friday,False
510,2025-05-24,24,5,May,2,2025,Saturday,True
511,2025-05-25,25,5,May,2,2025,Sunday,True
512,2025-05-26,26,5,May,2,2025,Monday,False
513,2025-05-27,27,5,May,2,2025,Tuesday,False
514,2025-05-28,28,5,May,2,2025,Wednesday,False
515,2025-05-29,29,5,May,2,2025,Thursday,False
